HistomissSECH84_tyr2491	HistocapCB062_tyr775
HistomissSECH84_tyr2491	HistomissSECH102_tyr2320
HistomissSECH84_tyr2491	HistomissSECH81_tyr2399
HistocapHISSPFGMAR2044_008836:008836-T1	HistocapHISSPFGMAR2044_008836:008836-T1
HistocapHISSPFGMAR2044_008836:008836-T1	HistocapHISSPFGPSO2043_002502:002502-T1:002503:002503-T1
HistocapHISSPFGMAR2044_008836:008836-T1	HistocapHISSPFGFAR0189_008380:008380-T1:008381:008381-T1
HistocapHISSPFGMAR2044_008836:008836-T1	HistocapHISSPFGTRO0285_006359:006359-T1
HistocapHISSPFGMAR2044_008836:008836-T1	HistocapHISSPFGTRO0285_003820:003820-T1:003821:003821-T1
HistocapHISSPFGMAR2044_008836:008836-T1	HistocapHISSPFGTRO0285_007637:007637-T1
HistocapHISSPFGMAR2044_008836:008836-T1	HistocapHISSPFGFIN2028_007765:007765-T1:007766:007766-T1
HistocapHISSPFGMAR2044_008836:008836-T1	HistocapHISSPFGMAR2044_008760:008760-T1
HistocapHISSPFGMAR2044_008836:008836-T1	HistocapHISSPFGPSO2043_007170:007170-T1:007171:007171-T1
HistocapHISSPFGMAR2044_008836:008836-T1	HistocapHISSPFGFAR0189_006701:006701-T1
HistocapHISSPFGMAR2044_008836:008836-T1	HistocapHISSPFGPSO2043_005953:005953-T1
HistocapHISSPFGMAR2044_008836:008836-T1	HistocapHISSPFGFAR0189_002505:002505-T1:002506:002506-T1
HistocapHISSPFGMAR2044_008836:008836-T1	HistocapHISSPFGFIN2028_002673:002673-T1:002674:002674-T1
HistocapES285Z_tyr1376	HistocapES285Z_tyr1376
HistocapES285Z_tyr1376	HistocapHISSPCM7256_007271:007271-T1
HistocapES285Z_tyr1376	HistocapHISSPFGBIK2051_tyr1700
HistocapES285Z_tyr1376	HistocapHISSPFGJOS2044_tyr1744
HistocapES285Z_tyr1376	Histocap19VMG15_tyr346
HistocapES285Z_tyr1376	HistocapHISSPCM7256_tyr1668
HistocapES290Z_002052:002052-T1	HistocapES290Z_002052:002052-T1
HistocapES290Z_002052:002052-T1	HistocapHISSPFGFAN2059_004748:004748-T1
HistocapJBHc021091_004043:004043-T1	HistocapJBHc021091_004043:004043-T1
HistocapJBHc021091_004043:004043-T1	HistocapJBHc073129_tyr1976
HistocapJBHc021091_004043:004043-T1	HistocapCB192_tyr1320
HistocapJBHc021091_004043:004043-T1	HistocapJBHc021091_003254:003254-T1
HistocapJBHc021091_004043:004043-T1	HistocapJBHc073129_tyr1973
HistocapJBHc021091_004712:004712-T1:004713:004713-T1	HistocapJBHc021091_004712:004712-T1:004713:004713-T1
HistocapJBHc021091_004712:004712-T1:004713:004713-T1	HistocapJBHc073129_002766:002766-T1
HistocapJBHc021091_004712:004712-T1:004713:004713-T1	HistocapJBHc073129_001570:001570-T1
HistocapCB186_tyr1240	HistocapCB186_tyr1240
HistocapCB186_tyr1240	HistocapSECH109_007094:007094-T1
HistocapCB186_tyr1240	HistomissWU24_tyr2794
HistocapCB186_tyr1240	HistocapCB064_tyr865
HistocapCB186_tyr1240	Histocap122p10B_001559:001559-T1
HistocapCB186_tyr1240	HistocapCB168_007727:007727-T1:007728:007728-T1:007729:007729-T1:007730:007730-T1
HistocapCB186_tyr1240	HistomissSECH86_003927:003927-T1:003928:003928-T1
HistocapCB186_tyr1240	HistomissSECH90_003988:003988-T1:003989:003989-T1:003990:003990-T1:003991:003991-T1
HistocapHISSPFGMAR2044_tyr1764	HistocapHISSPFGMAR2044_tyr1764
HistocapHISSPCM7256_tyr1662	HistocapHISSPCM7256_tyr1662
HistocapHISSPCM7256_tyr1662	HistocapHCH143_tyr1616
HistocapHISSPCM7256_tyr1662	HistocapH88_10775:10776
HistocapHISSPCM7256_tyr1662	HistocapES290Z_tyr1521
HistocapHISSPCM7256_tyr1662	HistocapSECH107_tyr2067
HistocapHISSPCM7256_tyr1662	HistocapHISSPCM7256_tyr1671
HistocapHISSPCM7256_tyr1662	HistocapHISSPCM7256_tyr1685
HistocapHISSPCM7256_tyr1662	HistocapES288Z_tyr1495
HistocapHISSPCM7256_tyr1662	Histocap19VMG15_tyr365
HistocapHISSPCM7256_tyr1662	HistocapCB186_tyr1222
HistocapHISSPCM7256_tyr1662	HistocapSECH107_tyr2086
HistocapHISSPCM7256_tyr1662	HistocapES283Z_tyr1352
HistocapHISSPCM7256_tyr1662	HistoohiSECH96_007019:007019-T1
HistocapHISSPCM7256_tyr1662	HistosurSECH105_tyr2932
HistocapHISSPCM7256_tyr1662	HistomissSECH102_008543:008543-T1
HistocapJBHc01752_tyr1812	HistocapJBHc01752_tyr1812
HistocapES290Z_tyr1529	HistocapES290Z_tyr1529
HistocapJBHc073129_tyr1966	HistocapJBHc073129_tyr1966
HistocapJBHc042430_tyr1899	HistocapJBHc042430_tyr1899
HistocapJBHc042430_tyr1899	HistocapHISSPFGBON2001_tyr1713
HistocapJBHc042430_tyr1899	HistocapHCH143_tyr1605
HistocapJBHc042430_tyr1899	HistocapJBHc042430_tyr1895
HistocapJBHc042430_tyr1899	HistocapJBHc031837_tyr1872
HistocapJBHc042430_tyr1899	HistocapJBHc031837_tyr1857
HistocapJBHc042430_tyr1899	HistocapJBHc062632_tyr1930
HistocapJBHc042430_tyr1899	HistocapWGSS11_008535:008535-T1
HistocapJBHc042430_tyr1899	HistocapES286Z_tyr1402
HistocapJBHc042430_tyr1899	HistocapES290Z_tyr1523
HistocapJBHc042430_tyr1899	HistocapJBHc031837_tyr1855
HistocapJBHc042430_tyr1899	HistocapJBHc083285_tyr2009
HistocapJBHc042430_tyr1899	HistocapJBHc031837_tyr1877
HistocapJBHc042430_tyr1899	HistocapH88_02142
HistocapJBHc042430_tyr1899	HistocapES290Z_tyr1531
HistocapJBHc042430_tyr1899	HistocapJBHc031837_tyr1848
HistocapJBHc042430_tyr1899	HistocapJBHc062775_tyr1953
HistocapJBHc042430_tyr1899	HistocapJBHc062775_tyr1935
HistocapJBHc042430_tyr1899	HistocapJBHc031837_tyr1879
HistocapJBHc042430_tyr1899	HistocapJBHc083285_tyr2002
HistocapJBHc042430_tyr1899	HistosurSECH103_tyr2920
HistocapJBHc042430_tyr1899	HistocapJBHc062632_tyr1919
HistocapJBHc042430_tyr1899	HistocapJBHc031837_tyr1871
HistocapJBHc042430_tyr1899	HistocapJBHc062632_tyr1927
HistocapJBHc042430_tyr1899	HistocapJBHc042430_tyr1894
HistocapJBHc042430_tyr1899	HistocapES283Z_tyr1366
Histocap327P12_006771:006771-T1	Histocap327P12_006771:006771-T1
Histocap327P12_006771:006771-T1	HistomissSECH84_tyr2484
Histocap256P18_008421:008421-T1	Histocap256P18_008421:008421-T1
Histocap256P18_008421:008421-T1	Histocap316p10_tyr454
Histocap256P18_008421:008421-T1	HistoohiSECH97_007660:007660-T1
Histocap256P18_008421:008421-T1	Histocap122p10B_tyr117
Histocap256P18_008421:008421-T1	Histocap104p06_tyr36
Histocap256P18_008421:008421-T1	HistocapWGSS11_tyr2159
Histocap256P18_008421:008421-T1	Histocap136P07_tyr211
Histocap256P18_008421:008421-T1	HistomissSECH83_007707:007707-T1
Histocap256P18_008421:008421-T1	Histocap117p12_008783:008783-T1
Histocap256P18_008421:008421-T1	HistocapHISSPCM7256_006493:006493-T1
Histocap256P18_008421:008421-T1	Histocap117p12_tyr104
Histocap256P18_008421:008421-T1	Histocap485P20_tyr657
Histocap256P18_008421:008421-T1	Histocap343p18_008330:008330-T1
Histocap256P18_008421:008421-T1	HistocapCB064_tyr891
Histocap256P18_008421:008421-T1	HistocapWGSS14_tyr2262
Histocap256P18_008421:008421-T1	HistocapHISSPFGJOS2044_004699:004699-T1
Histocap256P18_008421:008421-T1	HistocapHCH143_tyr1615
Histocap256P18_008421:008421-T1	Histocap256P18_008536:008536-T1
Histocap256P18_008421:008421-T1	Histocap316p10_tyr422
Histocap256P18_008421:008421-T1	Histocap388p11_tyr605
Histocap256P18_008421:008421-T1	HistocapWGSS11_tyr2203
Histocap256P18_008421:008421-T1	HistocapCB186_008610:008610-T1
Histocap256P18_008421:008421-T1	Histocap1517p17_tyr325
Histocap256P18_008421:008421-T1	HistocapHISSPCM6015_003860:003860-T1:003861:003861-T1
HistocapHISSPFGMAR2044_008043:008043-T1	HistocapHISSPFGMAR2044_008043:008043-T1
HistocapJBHc062632_tyr1922	HistocapJBHc062632_tyr1922
HistocapJBHc062632_tyr1922	HistocapHISSPCM7256_tyr1693
HistocapJBHc062632_tyr1922	HistosurSECH103_tyr2921
HistocapJBHc062632_tyr1922	HistocapHISSPFGBIK2051_005104:005104-T1
HistomissWU24_tyr2783	HistomissWU24_tyr2783
HistomissWU24_tyr2783	HistomissSECH81_tyr2380
HistomissWU24_tyr2783	HistocapCB064_tyr886
HistomissWU24_tyr2783	HistocapCB192_tyr1316
HistomissWU24_tyr2783	HistomissSECH83_tyr2426
HistomissWU24_tyr2783	HistocapCB192_tyr1304
HistomissWU24_tyr2783	HistocapCB065_tyr937
HistomissWU24_tyr2783	HistocapCB180_007681:007681-T1
HistomissWU24_tyr2783	HistocapCB064_tyr898
HistomissWU24_tyr2783	HistomissSECH89_006967:006967-T1
HistomissWU24_tyr2783	HistocapCB174_tyr1113
HistomissWU24_tyr2783	HistomissSECH86_006710:006710-T1
HistomissWU24_tyr2783	HistocapCB186_tyr1242
HistomissWU24_tyr2783	HistocapCB062_tyr769
HistomissWU24_tyr2783	HistocapCB063_008334:008334-T1
HistomissWU24_tyr2783	HistomissSECH90_006745:006745-T1
HistomissWU24_tyr2783	HistomissWU24_tyr2824
HistomissWU24_tyr2783	HistocapSECH109_007114:007114-T1
HistomissWU24_tyr2783	HistomissSECH87_007547:007547-T1
HistomissWU24_tyr2783	HistocapCB174_tyr1159
HistomissWU24_tyr2783	HistomissSECH89_006908:006908-T1
HistomissWU24_tyr2783	HistocapCB065_tyr916
HistomissWU24_tyr2783	HistocapCB062_tyr759
HistomissWU24_tyr2783	HistocapCB168_007764:007764-T1
HistomissWU24_tyr2783	HistocapCB174_tyr1138
HistomissWU24_tyr2783	HistocapCB168_008013:008013-T1:008014:008014-T1
HistomissWU24_tyr2783	HistocapCB065_tyr944
HistomissWU24_tyr2783	HistocapCB186_tyr1234
HistomissWU24_tyr2783	HistocapCB066_007952:007952-T1:007953:007953-T1
HistomissWU24_tyr2783	HistomissSECH88_007208:007208-T1
HistomissWU24_tyr2783	HistomissSECH85_006602:006602-T1
HistomissWU24_tyr2783	HistocapCB063_002074:002074-T1
HistomissWU24_tyr2783	HistomissSECH84_007647:007647-T1:007648:007648-T1
HistomissWU24_tyr2783	HistomissSECH86_006684:006684-T1
HistomissWU24_tyr2783	HistocapCB180_008001:008001-T1
HistomissWU24_tyr2783	HistocapCB186_tyr1269
HistomissWU24_tyr2783	HistocapCB192_tyr1326
HistomissWU24_tyr2783	HistocapCB066_007716:007716-T1
HistomissWU24_tyr2783	HistocapCB168_002045:002045-T1
HistomissWU24_tyr2783	HistocapCB062_tyr744
HistomissWU24_tyr2783	HistocapCB063_007942:007942-T1
HistomissWU24_tyr2783	HistomissWU24_tyr2771
HistomissWU24_tyr2783	HistocapCB180_002028:002028-T1
HistomissWU24_tyr2783	HistocapCB066_007954:007954-T1
HistocapES285Z_003891:003891-T1	HistocapES285Z_003891:003891-T1
HistocapES285Z_003891:003891-T1	HistocapJBHc01752_000959:000959-T1:000960:000960-T1:000961:000961-T1
HistocapES285Z_003891:003891-T1	HistocapWGSS16_008239:008239-T1:008240:008240-T1
HistocapES285Z_003891:003891-T1	Histocap1517p17_008087:008087-T1:008088:008088-T1
HistocapES285Z_003891:003891-T1	HistocapCB063_001193:001193-T1:001194:001194-T1
HistocapES285Z_003891:003891-T1	HistomissSECH89_002411:002411-T1:002412:002412-T1
HistocapES285Z_003891:003891-T1	HistomissSECH84_001165:001165-T1:001166:001166-T1:001167:001167-T1
HistocapES285Z_003891:003891-T1	Histocap136P07_008137:008137-T1
HistocapES285Z_003891:003891-T1	Histocap388p11_008150:008150-T1:008151:008151-T1
HistocapES285Z_003891:003891-T1	HistocapCB192_001158:001158-T1:001159:001159-T1
HistocapES285Z_003891:003891-T1	HistomissSECH81_001170:001170-T1:001171:001171-T1
HistocapES285Z_003891:003891-T1	HistomissSECH88_007264:007264-T1:007265:007265-T1
HistocapES285Z_003891:003891-T1	HistomissSECH83_001195:001195-T1:001196:001196-T1
HistocapES285Z_003891:003891-T1	HistocapES290Z_005614:005614-T1
HistocapES285Z_003891:003891-T1	Histocap122p10B_008084:008084-T1:008085:008085-T1
HistocapES285Z_003891:003891-T1	Histocap485P20_tyr643
HistocapES285Z_003891:003891-T1	HistomissSECH90_001014:001014-T1:001015:001015-T1:001016:001016-T1
HistocapES285Z_003891:003891-T1	HistocapCB062_001163:001163-T1
HistocapES285Z_003891:003891-T1	Histocap388p11_008263:008263-T1
HistocapES285Z_003891:003891-T1	HistomissSECH102_008756:008756-T1:008757:008757-T1
HistocapES285Z_003891:003891-T1	HistocapES290Z_008478:008478-T1
HistocapES285Z_003891:003891-T1	Histocap104p06_008045:008045-T1:008046:008046-T1:008047:008047-T1
HistocapES285Z_003891:003891-T1	HistocapCB174_001155:001155-T1:001156:001156-T1
HistocapES285Z_003891:003891-T1	Histocap122p10B_008183:008183-T1
HistocapES285Z_003891:003891-T1	Histocap144p08_008037:008037-T1:008038:008038-T1
HistocapES285Z_003891:003891-T1	Histocap136P07_008055:008055-T1:008056:008056-T1
HistocapES285Z_003891:003891-T1	HistocapWGSS14_008105:008105-T1
HistocapES285Z_003891:003891-T1	HistocapCB066_001171:001171-T1:001172:001172-T1
HistocapES285Z_003891:003891-T1	Histocap343p18_008119:008119-T1:008120:008120-T1
HistocapES285Z_003891:003891-T1	HistomissWU24_04636
HistocapES285Z_003891:003891-T1	HistocapHISSPB05821_000192:000192-T1:000193:000193-T1:000194:000194-T1
HistocapES285Z_003891:003891-T1	HistocapSECH109_004728:004728-T1:004729:004729-T1
HistocapES285Z_003891:003891-T1	Histocap316p10_008103:008103-T1:008104:008104-T1
HistocapES285Z_003891:003891-T1	Histocap1517p17_007966:007966-T1:007967:007967-T1
HistocapES285Z_003891:003891-T1	HistocapCB064_001204:001204-T1:001205:001205-T1:001206:001206-T1
HistocapES285Z_003891:003891-T1	Histocap343p18_008164:008164-T1:008165:008165-T1
HistocapES285Z_003891:003891-T1	Histocap327P12_008131:008131-T1:008132:008132-T1
HistocapES285Z_003891:003891-T1	HistomissSECH89_001049:001049-T1:001050:001050-T1:001051:001051-T1
HistocapES285Z_003891:003891-T1	Histocap117p12_008415:008415-T1:008416:008416-T1
HistocapES285Z_003891:003891-T1	Histocap144p08_008123:008123-T1:008124:008124-T1
HistocapES285Z_003891:003891-T1	HistocapCB168_001188:001188-T1:001189:001189-T1:001190:001190-T1
HistocapES285Z_003891:003891-T1	Histocap256P18_008200:008200-T1:008201:008201-T1
HistocapES285Z_003891:003891-T1	HistomissSECH87_001160:001160-T1:001161:001161-T1:001162:001162-T1
HistocapES285Z_003891:003891-T1	HistomissSECH86_001027:001027-T1:001028:001028-T1
HistocapES285Z_003891:003891-T1	HistocapWGSS11_008054:008054-T1:008055:008055-T1
HistocapES285Z_003891:003891-T1	HistocapWGSS16_008181:008181-T1:008182:008182-T1
HistocapES285Z_003891:003891-T1	HistocapWGSS11_008064:008064-T1:008065:008065-T1
HistocapES285Z_003891:003891-T1	HistocapWGSS14_007984:007984-T1:007985:007985-T1:007986:007986-T1
HistocapES285Z_003891:003891-T1	Histocap104p06_008126:008126-T1:008127:008127-T1
HistocapES285Z_003891:003891-T1	Histocap485P20_tyr654
HistocapES285Z_003891:003891-T1	HistocapCB180_001174:001174-T1:001175:001175-T1
HistocapES285Z_003891:003891-T1	HistocapCB186_001235:001235-T1:001236:001236-T1
HistocapES285Z_003891:003891-T1	HistocapCB065_001187:001187-T1:001188:001188-T1
HistocapES285Z_003891:003891-T1	Histocap316p10_008057:008057-T1:008058:008058-T1
HistocapES285Z_003891:003891-T1	Histocap117p12_008309:008309-T1:008310:008310-T1
HistocapES285Z_003891:003891-T1	Histocap256P18_008252:008252-T1:008253:008253-T1
HistocapES285Z_003891:003891-T1	Histocap327P12_008055:008055-T1
HistocapES285Z_003891:003891-T1	HistomissSECH85_001041:001041-T1:001042:001042-T1:001043:001043-T1
HistocapES285Z_003891:003891-T1	HistocapES283Z_004711:004711-T1
HistocapCB186_003711:003711-T1	HistocapCB186_003711:003711-T1
HistocapCB180_007959:007959-T1	HistocapCB180_007959:007959-T1
HistocapCB180_007959:007959-T1	HistocapES286Z_tyr1428
HistocapCB180_007959:007959-T1	HistocapCB063_008253:008253-T1:008254:008254-T1
HistocapCB180_007959:007959-T1	HistocapCB064_tyr902
HistocapCB180_007959:007959-T1	HistocapSECH109_tyr2140
HistocapCB180_007959:007959-T1	HistocapCB065_008241:008241-T1
HistocapCB065_008359:008359-T1	HistocapCB065_008359:008359-T1
HistocapCB065_008359:008359-T1	HistocapCB174_008096:008096-T1
HistocapCB065_008359:008359-T1	Histocap388p11_006290:006290-T1
HistocapCB065_008359:008359-T1	HistocapWGSS11_008209:008209-T1
HistocapCB065_008359:008359-T1	HistocapES286Z_tyr1404
HistocapCB065_008359:008359-T1	Histocap1517p17_005769:005769-T1
HistocapCB065_008359:008359-T1	Histocap136P07_008491:008491-T1
HistocapCB065_008359:008359-T1	Histocap122p10B_008170:008170-T1
HistocapCB065_008359:008359-T1	HistocapES286Z_tyr1462
HistocapCB065_008359:008359-T1	Histocap1517p17_000704:000704-T1:000705:000705-T1
HistocapCB065_008359:008359-T1	HistocapWGSS16_008667:008667-T1
HistocapCB065_008359:008359-T1	Histocap1517p17_008006:008006-T1
HistocapCB065_008359:008359-T1	HistocapCB192_008292:008292-T1
HistocapCB065_008359:008359-T1	Histocap136P07_008085:008085-T1
HistocapCB065_008359:008359-T1	Histocap343p18_000190:000190-T1
HistocapCB065_008359:008359-T1	HistocapWGSS16_008458:008458-T1
HistocapCB065_008359:008359-T1	HistocapCB064_008609:008609-T1
HistocapCB065_008359:008359-T1	Histocap327P12_006169:006169-T1
HistocapCB065_008359:008359-T1	Histocap1517p17_000196:000196-T1
HistocapCB065_008359:008359-T1	HistomissSECH88_tyr2657
HistocapCB065_008359:008359-T1	Histocap117p12_000182:000182-T1
HistocapCB065_008359:008359-T1	Histocap327P12_008275:008275-T1
HistocapCB065_008359:008359-T1	HistocapHCH143_tyr1621
HistocapCB065_008359:008359-T1	Histocap256P18_008171:008171-T1
HistocapCB065_008359:008359-T1	Histocap316p10_008215:008215-T1
HistocapCB065_008359:008359-T1	Histocap485P20_tyr641
HistocapCB065_008359:008359-T1	Histocap485P20_tyr664
HistocapCB065_008359:008359-T1	Histocap256P18_008114:008114-T1
HistocapCB065_008359:008359-T1	Histocap256P18_000183:000183-T1
HistocapCB065_008359:008359-T1	Histocap485P20_tyr639
HistocapCB065_008359:008359-T1	Histocap117p12_008492:008492-T1
HistocapCB065_008359:008359-T1	Histocap388p11_008310:008310-T1
HistocapCB065_008359:008359-T1	Histocap144p08_000193:000193-T1
HistocapCB065_008359:008359-T1	Histocap104p06_008078:008078-T1
HistocapCB065_008359:008359-T1	Histocap327P12_000185:000185-T1
HistocapCB065_008359:008359-T1	HistocapWGSS16_008776:008776-T1
HistocapCB065_008359:008359-T1	Histocap316p10_000189:000189-T1
HistocapCB065_008359:008359-T1	Histocap327P12_000696:000696-T1:000697:000697-T1
HistocapCB065_008359:008359-T1	HistocapWGSS14_000197:000197-T1
HistocapCB065_008359:008359-T1	Histocap343p18_008088:008088-T1
HistocapHISSPFGMAR2044_002650:002650-T1	HistocapHISSPFGMAR2044_002650:002650-T1
HistomissSECH83_007692:007692-T1	HistomissSECH83_007692:007692-T1
HistomissSECH83_007692:007692-T1	HistocapCB168_tyr1055
HistomissSECH83_007692:007692-T1	HistocapCB180_tyr1185
HistomissSECH83_007692:007692-T1	HistocapCB066_008045:008045-T1
Histocap144p08_008348:008348-T1	Histocap144p08_008348:008348-T1
Histocap144p08_008348:008348-T1	Histocap122p10B_008010:008010-T1
Histocap144p08_008348:008348-T1	Histocap343p18_007996:007996-T1
Histocap144p08_008348:008348-T1	Histocap104p06_003229:003229-T1
Histocap144p08_008348:008348-T1	HistocapWGSS11_008180:008180-T1
Histocap144p08_008348:008348-T1	Histocap485P20_tyr668
Histocap144p08_008348:008348-T1	Histocap316p10_007953:007953-T1
Histocap144p08_008348:008348-T1	Histocap1517p17_007910:007910-T1
Histocap144p08_008348:008348-T1	Histocap117p12_008436:008436-T1
Histocap144p08_008348:008348-T1	HistocapWGSS14_007916:007916-T1
Histocap144p08_008348:008348-T1	Histocap388p11_008282:008282-T1
Histocap144p08_008348:008348-T1	Histocap327P12_008001:008001-T1
Histocap144p08_008348:008348-T1	Histocap144p08_008364:008364-T1
Histocap144p08_008348:008348-T1	Histocap136P07_008000:008000-T1
Histocap144p08_008348:008348-T1	HistocapWGSS14_008439:008439-T1
HistocapHISSPFGMAR2044_008143:008143-T1	HistocapHISSPFGMAR2044_008143:008143-T1
HistocapHISSPFGLIN2055_005606:005606-T1	HistocapHISSPFGLIN2055_005606:005606-T1
HistocapHISSPFGLIN2055_005606:005606-T1	HistocapHISSPFGLIN2055_005536:005536-T1
HistocapHCH143_tyr1602	HistocapHCH143_tyr1602
HistocapHCH143_tyr1602	HistocapSECH107_tyr2085
HistocapHCH143_tyr1602	HistocapH88_tyr1573
HistocapHCH143_tyr1602	HistocapES289Z_tyr1501
HistocapHCH143_tyr1602	HistocapSECH107_tyr2070
HistocapHCH143_tyr1602	HistocapSECH107_tyr2071
HistocapHCH143_tyr1602	Histocap19VMG15_tyr360
HistocapHCH143_tyr1602	HistocapES290Z_tyr1511
HistocapHCH143_tyr1602	HistocapES288Z_tyr1476
HistocapHCH143_tyr1602	HistocapHISSPCM7256_tyr1688
HistocapHCH143_tyr1602	Histocap19VMG15_tyr351
HistocapHCH143_tyr1602	HistocapHISSPCM7256_tyr1681
HistocapHCH143_tyr1602	HistocapES290Z_tyr1513
HistocapHCH143_tyr1602	HistocapH88_tyr1567
HistocapES286Z_tyr1435	HistocapES286Z_tyr1435
HistocapJBHc042430_tyr1906	HistocapJBHc042430_tyr1906
HistocapJBHc042430_tyr1906	HistocapCB180_tyr1219
HistocapJBHc042430_tyr1906	HistocapCB062_007873:007873-T1
HistocapJBHc042430_tyr1906	HistocapJBHc01752_003751:003751-T1
HistocapJBHc042430_tyr1906	HistocapCB053_005511:005511-T1
HistocapJBHc042430_tyr1906	HistomissSECH88_006179:006179-T1
HistocapJBHc042430_tyr1906	Histocap104p06_008493:008493-T1
HistocapJBHc042430_tyr1906	HistomissSECH83_002853:002853-T1
HistocapJBHc042430_tyr1906	Histocap117p12_008888:008888-T1
HistocapJBHc042430_tyr1906	Histocap485P20_tyr684
HistocapJBHc042430_tyr1906	HistocapCB062_005499:005499-T1
HistocapJBHc042430_tyr1906	HistocapCB168_tyr1064
HistocapJBHc042430_tyr1906	Histocap104p06_008139:008139-T1:008140:008140-T1
HistocapJBHc042430_tyr1906	HistocapWGSS11_006160:006160-T1
HistocapJBHc042430_tyr1906	HistocapCB062_007685:007685-T1
HistocapJBHc042430_tyr1906	HistocapCB186_007022:007022-T1
HistocapJBHc042430_tyr1906	HistocapCB186_008576:008576-T1
HistocapJBHc042430_tyr1906	HistocapCB065_006896:006896-T1
HistocapJBHc042430_tyr1906	HistocapJBHc042430_tyr1909
HistocapJBHc042430_tyr1906	HistomissSECH89_006097:006097-T1
HistocapJBHc042430_tyr1906	Histocap316p10_008656:008656-T1
HistocapJBHc042430_tyr1906	HistocapSECH100_003382:003382-T1
HistocapJBHc042430_tyr1906	HistomissSECH83_006473:006473-T1
HistocapJBHc042430_tyr1906	HistocapSECH101_005486:005486-T1
HistocapJBHc042430_tyr1906	HistocapCB192_008062:008062-T1
HistocapJBHc042430_tyr1906	HistocapCB168_007884:007884-T1
HistocapJBHc042430_tyr1906	HistocapCB192_008169:008169-T1
HistocapJBHc042430_tyr1906	HistocapSECH109_007230:007230-T1:007231:007231-T1
HistocapJBHc042430_tyr1906	HistomissSECH88_007202:007202-T1
HistocapJBHc042430_tyr1906	HistocapCB055_005927:005927-T1
HistocapJBHc042430_tyr1906	Histocap122p10B_007087:007087-T1
HistocapJBHc042430_tyr1906	HistocapCB192_006918:006918-T1
HistocapJBHc042430_tyr1906	HistocapCB062_006845:006845-T1
HistocapJBHc042430_tyr1906	Histocap136P07_007084:007084-T1
HistocapJBHc042430_tyr1906	HistocapES286Z_tyr1461
HistocapJBHc042430_tyr1906	HistocapJBHc062775_tyr1959
HistocapJBHc042430_tyr1906	HistocapCB065_008058:008058-T1
HistocapJBHc042430_tyr1906	HistocapNACVFRHC10700582_tyr2028
HistocapJBHc042430_tyr1906	HistomissWU24_tyr2822
HistocapJBHc042430_tyr1906	HistomissWU24_tyr2827
HistocapJBHc042430_tyr1906	HistocapSECH109_006648:006648-T1
HistocapJBHc042430_tyr1906	Histocap1517p17_008103:008103-T1:008104:008104-T1
HistocapJBHc042430_tyr1906	Histocap117p12_006322:006322-T1
HistocapJBHc042430_tyr1906	Histocap122p10B_008722:008722-T1
HistocapJBHc042430_tyr1906	HistocapJBHc042430_tyr1888
HistocapJBHc042430_tyr1906	HistocapCB064_005622:005622-T1
HistocapJBHc042430_tyr1906	HistocapJBHc062775_tyr1949
HistocapJBHc042430_tyr1906	HistocapJBHc062775_tyr1948
HistocapJBHc042430_tyr1906	HistocapCB174_007813:007813-T1
HistocapJBHc042430_tyr1906	HistocapJBHc042430_tyr1896
HistocapJBHc042430_tyr1906	Histocap19VMG15_004873:004873-T1:004874:004874-T1
HistocapJBHc042430_tyr1906	HistocapCB063_006996:006996-T1
HistocapJBHc042430_tyr1906	HistocapCB174_008191:008191-T1
HistocapJBHc042430_tyr1906	HistocapG184AR_05493
HistocapJBHc042430_tyr1906	HistomissSECH81_007160:007160-T1
HistocapJBHc042430_tyr1906	HistocapCB065_008328:008328-T1
HistocapJBHc042430_tyr1906	HistomissSECH86_007017:007017-T1:007018:007018-T1
HistocapJBHc042430_tyr1906	HistocapCB174_007880:007880-T1
HistocapJBHc042430_tyr1906	HistocapJBHc031837_007829:007829-T1
HistocapJBHc042430_tyr1906	HistocapCB062_007933:007933-T1
HistocapJBHc042430_tyr1906	HistocapG186AR_04584
HistocapJBHc042430_tyr1906	HistocapES290Z_008373:008373-T1
HistocapJBHc042430_tyr1906	Histocap485P20_tyr638
HistocapJBHc042430_tyr1906	Histocap1517p17_006113:006113-T1
HistocapJBHc042430_tyr1906	HistocapCB180_008196:008196-T1
HistocapJBHc042430_tyr1906	HistomissSECH85_002610:002610-T1
HistocapJBHc042430_tyr1906	HistomissSECH90_006790:006790-T1
HistocapJBHc042430_tyr1906	HistomissSECH84_006539:006539-T1
HistocapJBHc042430_tyr1906	Histocap327P12_008170:008170-T1
HistocapJBHc042430_tyr1906	HistocapSECH107_004507:004507-T1
HistocapJBHc042430_tyr1906	HistocapJBHc083285_tyr1996
HistocapJBHc042430_tyr1906	HistomissSECH85_006591:006591-T1
HistocapJBHc042430_tyr1906	HistomissSECH87_007806:007806-T1
HistocapJBHc042430_tyr1906	HistocapCB063_008511:008511-T1
HistocapJBHc042430_tyr1906	HistocapWGSS16_008257:008257-T1:008258:008258-T1
HistocapJBHc042430_tyr1906	HistocapCB168_tyr1094
HistocapJBHc042430_tyr1906	HistocapJBHc083285_tyr2011
HistocapJBHc042430_tyr1906	HistocapES286Z_tyr1430
HistocapJBHc042430_tyr1906	HistomissSECH85_005754:005754-T1
HistocapJBHc042430_tyr1906	HistomissWU24_tyr2808
HistocapJBHc042430_tyr1906	Histocap343p18_008180:008180-T1
